;;;;;;;;;;;;;;;;;0;0;0;1;1;1;
;;;;;;;;;;;;;;;;;RECEIVER;RECEIVER;RECEIVER;CURRENT SENSOR;CURRENT SENSOR;CURRENT SENSOR;
TIME;CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8;CH9;CH10;CH11;CH12;CH13;CH14;CH15;CH16;BATTERY;EXTERNAL BATTERY;STATUS;CURRENT;VOLTAGE;CAPACITY;
0;-11,6;10,7;-46,6;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;---;  0,0;3;   0; 30,7;     0;
1012;-11,6;10,7;26,3;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   0; 30,7;     0;
2024;-11,6;10,7;7,1;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   6; 30,2;     0;
3035;-11,6;10,7;7,1;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   3; 30,5;     1;
4046;-11,5;10,7;-4,2;-10,0;0,0;5,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,4;     2;
5058;-11,6;10,7;-3,7;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,5;     2;
6070;-11,6;10,7;-31,5;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,5;     3;
7082;-11,6;10,7;-31,5;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   0; 30,6;     3;
8094;-11,6;10,7;-14,9;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   0; 30,6;     3;
9106;-11,6;10,7;-14,9;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,4;     4;
10118;-11,6;10,7;-32,4;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,5;     4;
11130;-11,6;10,7;-32,4;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   0; 30,6;     4;
12142;-11,6;10,7;-17,3;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   1; 30,5;     4;
13154;-11,6;10,7;-17,3;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,5;     5;
14165;-11,6;10,7;-17,3;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,5;     6;
15176;-11,6;10,7;-17,3;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,5;     6;
16188;-11,6;10,7;-17,3;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,5;     7;
17200;-11,6;10,7;-17,3;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,5;     7;
18212;-11,6;10,7;-17,3;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,4;     8;
19224;-11,6;10,7;-17,3;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,5;     9;
20236;-11,6;10,7;-17,3;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,5;     9;
21248;-11,6;10,7;-17,3;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,5;    10;
22260;-11,6;10,7;-16,1;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,5;    10;
23272;-11,6;10,7;-2,4;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   3; 30,4;    11;
24284;-11,6;10,7;-3,7;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,4;    12;
25295;-11,6;10,7;-3,6;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,4;    12;
26306;-11,6;10,7;4,5;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,4;    13;
27318;-11,5;10,7;4,6;-10,0;0,0;5,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,4;    14;
28330;-11,6;10,7;7,1;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,4;    15;
29342;-11,6;10,7;8,8;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,4;    15;
30354;-11,6;10,7;17,0;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,4;    15;
31366;-11,5;10,7;25,7;-10,0;0,0;5,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,4;    17;
32378;-11,6;10,7;25,6;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   3; 30,4;    17;
33390;-11,6;10,7;25,6;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,4;    18;
34402;-11,5;10,7;30,1;-10,0;0,0;5,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   2; 30,4;    19;
35414;-11,6;10,7;34,8;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   3; 30,3;    20;
36425;-11,6;10,7;34,8;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   3; 30,4;    20;
37436;-11,6;10,7;35,1;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   3; 30,4;    21;
38448;-11,6;10,7;54,5;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   3; 30,4;    22;
39460;-11,6;10,7;71,1;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   3; 30,3;    23;
40472;-11,6;10,7;86,5;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   3; 30,3;    24;
41484;-11,5;10,7;107,3;-10,0;0,0;5,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   3; 30,3;    24;
42496;-11,6;10,7;129,5;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   3; 30,3;    25;
43508;-11,5;10,7;129,5;-10,0;0,0;5,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   3; 30,3;    26;
44520;-11,6;10,7;129,5;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   3; 30,3;    27;
45532;-11,6;10,7;129,5;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   3; 30,3;    28;
46544;-11,6;10,7;129,5;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   3; 30,3;    29;
47555;-11,6;10,7;129,5;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   3; 30,3;    29;
48566;-11,5;10,7;129,5;-10,0;0,0;5,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   4; 30,2;    30;
49578;-11,6;10,7;129,5;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   4; 30,2;    32;
50590;-11,6;10,7;129,5;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   4; 30,3;    33;
51602;-11,5;10,7;129,5;-10,0;0,0;5,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   4; 30,3;    34;
52614;-11,5;10,7;129,5;-10,0;0,0;5,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   4; 30,2;    35;
53626;-11,6;10,7;129,5;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   4; 30,3;    36;
54638;-11,6;10,7;129,5;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   4; 30,2;    37;
55650;-11,6;10,7;129,5;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   4; 30,2;    38;
56662;-9,7;10,7;125,3;-10,0;0,0;6,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   3; 30,3;    39;
57674;-11,6;10,7;-46,6;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   3; 30,3;    40;
58687;-11,6;10,7;-46,6;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   0; 30,6;    40;
59698;-11,6;10,7;-46,6;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   0; 30,5;    40;
60710;-11,6;10,7;-46,6;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   0; 30,5;    40;
61722;-11,6;10,7;-46,6;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   0; 30,5;    40;
62734;-11,6;10,7;-46,6;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   0; 30,5;    40;
63746;-11,6;10,7;-46,6;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   0; 30,5;    40;
64758;-11,6;10,7;-46,6;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   0; 30,5;    40;
65770;-11,6;10,7;-46,6;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   0; 30,5;    40;
66782;-11,6;10,7;-46,6;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   0; 30,6;    40;
67794;-11,6;10,7;-46,6;-10,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;  5,8;  0,0;3;   0; 30,5;    40;
